sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
105,F,89.4,Others,37,Central,Commerce,90.75,Comm&Mgmt,No,50,Mkt&Fin,60.58,Placed,325049
100,F,52.39,Central,37,Others,Commerce,71.36,Comm&Mgmt,Yes,59.47,Mkt&Fin,55.38,Placed,
138,M,73.18,Central,49.41,Others,Commerce,71.6,Sci&Tech,No,50,Mkt&Fin,51.21,Placed,
206,M,89.4,Others,53.57,Others,Commerce,83.31,Comm&Mgmt,No,61.46,Mkt&Fin,69.13,Placed,200000
136,M,76.57,Others,37,Others,Commerce,55.89,Comm&Mgmt,Yes,69.06,Mkt&Fin,62.04,Not Placed,281916
215,M,54.2,Central,63.27,Others,Commerce,60.73,Comm&Mgmt,Yes,73.25,Mkt&Fin,57.43,Placed,243194
151,F,89.4,Central,57.25,Others,Commerce,80.82,Comm&Mgmt,Yes,59.31,Mkt&Fin,77.89,Placed,293713
169,M,89.4,Others,80.45,Others,Commerce,82.94,Sci&Tech,No,64.9,Mkt&Fin,56.62,Placed,238812
114,F,67.76,Central,37.24,Others,Science,50,Comm&Mgmt,No,57.44,Mkt&Fin,52.82,Not Placed,
38,F,73.07,Others,55.52,Others,Science,80.44,Comm&Mgmt,Yes,58.1,Mkt&Fin,60.27,Not Placed,298135
184,M,83.19,Others,49.27,Central,Commerce,54,Comm&Mgmt,Yes,77.56,Mkt&Fin,51.21,Placed,200000
215,M,74.51,Others,37,Others,Commerce,71.2,Comm&Mgmt,Yes,50,Mkt&Fin,58.73,Placed,266223
177,F,87.28,Central,49.46,Central,Science,85.74,Sci&Tech,No,76.5,Mkt&Fin,69.1,Placed,200000
119,M,86.99,Others,37,Others,Science,76.46,Sci&Tech,Yes,56.02,Mkt&Fin,54.59,Placed,221006
161,M,89.4,Others,72.06,Central,Commerce,80.92,Comm&Mgmt,No,52.34,Mkt&HR,56.77,Placed,200000
43,F,73.13,Others,50.68,Others,Science,73.56,Comm&Mgmt,Yes,60.84,Mkt&Fin,55.75,Placed,
215,F,89.4,Central,52.32,Others,Commerce,54.07,Comm&Mgmt,Yes,84.58,Mkt&Fin,58.38,Placed,263599
210,F,89.4,Others,63.21,Others,Commerce,91,Comm&Mgmt,No,69.16,Mkt&HR,69.82,Placed,200000
41,M,87.66,Others,54.47,Others,Science,85.05,Comm&Mgmt,No,50,Mkt&Fin,69.18,Placed,
51,M,89.4,Central,59.17,Others,Commerce,59.63,Comm&Mgmt,No,50,Mkt&HR,52.4,Not Placed,258033
1,F,55.89,Central,55.57,Central,Commerce,77.08,Sci&Tech,No,70.44,Mkt&HR,56.13,Placed,273569
97,M,85.63,Others,77.53,Others,Commerce,83.97,Comm&Mgmt,Yes,53.15,Mkt&Fin,77.89,Placed,224988
78,M,73.37,Others,52.25,Others,Commerce,79.89,Comm&Mgmt,Yes,98,Mkt&Fin,77.89,Placed,270350
126,F,89.4,Central,69.55,Central,Commerce,85.08,Sci&Tech,Yes,71.17,Mkt&Fin,77.89,Placed,200000
31,M,74.32,Others,59.41,Others,Commerce,75.84,Comm&Mgmt,Yes,52.52,Mkt&Fin,51.21,Not Placed,262659
206,M,84.79,Others,65.06,Others,Commerce,78.06,Comm&Mgmt,No,52.18,Mkt&Fin,62.71,Placed,216311
145,M,89.4,Others,49.43,Others,Commerce,68.7,Comm&Mgmt,No,78.48,Mkt&Fin,60.79,Placed,200000
1,F,76.54,Central,59.29,Central,Science,77.03,Comm&Mgmt,No,69,Mkt&Fin,52.99,Not Placed,297138
116,F,71.02,Others,55.23,Others,Commerce,85.43,Comm&Mgmt,No,98,Mkt&Fin,69.02,Placed,200000
183,M,53.56,Others,37,Others,Commerce,79.84,Comm&Mgmt,No,50,Mkt&HR,52.31,Placed,
185,M,89.4,Central,86.27,Others,Commerce,68.42,Comm&Mgmt,No,82.52,Mkt&Fin,63.19,Placed,200000
213,M,89.4,Others,78.15,Others,Science,91,Comm&Mgmt,No,74.7,Mkt&Fin,61.76,Placed,200000
215,M,55.7,Central,37,Others,Commerce,68.71,Comm&Mgmt,No,58.21,Mkt&HR,51.53,Not Placed,
178,M,55.88,Central,53.63,Others,Commerce,56.06,Comm&Mgmt,Yes,50,Mkt&Fin,61.99,Not Placed,
168,M,85.06,Others,57.48,Others,Commerce,71.68,Comm&Mgmt,Yes,98,Mkt&Fin,67.2,Placed,200000
215,M,76.73,Central,62.2,Central,Science,61.12,Comm&Mgmt,Yes,50,Mkt&Fin,69.06,Placed,251819
101,F,68.9,Central,37,Central,Commerce,75.58,Comm&Mgmt,No,63.42,Mkt&HR,66.38,Not Placed,282457
137,M,87.97,Central,80.08,Central,Commerce,91,Sci&Tech,Yes,51.6,Mkt&Fin,77.89,Placed,245208
157,M,76.46,Central,54.24,Others,Commerce,86.23,Comm&Mgmt,No,66.54,Mkt&Fin,63.26,Placed,266499
143,M,60.74,Central,54.17,Others,Science,57.89,Comm&Mgmt,No,76,Mkt&Fin,51.21,Placed,286889
2,M,67.13,Others,45.2,Central,Science,73.59,Comm&Mgmt,Yes,68.36,Mkt&Fin,55.32,Placed,284417
121,M,58.55,Central,70.75,Others,Commerce,59.95,Comm&Mgmt,No,57.6,Mkt&Fin,52.8,Placed,420489
73,M,89.4,Central,57.18,Others,Commerce,75.5,Comm&Mgmt,No,52.87,Mkt&Fin,55.68,Placed,237478
67,M,64.01,Others,37,Others,Science,81.66,Comm&Mgmt,No,69.16,Mkt&Fin,65.5,Placed,293406
215,M,89.4,Others,56.39,Others,Commerce,84.01,Comm&Mgmt,No,78.6,Mkt&Fin,74.69,Placed,268682
185,F,83.29,Central,48.03,Others,Science,66.78,Comm&Mgmt,No,75.35,Mkt&Fin,60.06,Placed,200000
188,M,89.4,Central,48.49,Others,Commerce,52.47,Comm&Mgmt,No,74.2,Mkt&Fin,56.18,Placed,255461
133,F,71.9,Central,86.3,Others,Commerce,85.75,Comm&Mgmt,No,50,Mkt&Fin,52.07,Placed,262088
160,M,73.58,Central,37,Central,Commerce,50.11,Comm&Mgmt,No,60.55,Mkt&HR,68.96,Placed,
166,F,72.28,Central,52.9,Central,Science,50,Comm&Mgmt,No,57.84,Mkt&Fin,55.36,Not Placed,269297
113,M,82.03,Central,60.73,Central,Science,61.64,Comm&Mgmt,Yes,65.87,Mkt&Fin,63.74,Placed,236210
46,F,89.05,Others,70.01,Others,Science,86.58,Sci&Tech,No,83.25,Mkt&Fin,56.81,Placed,200000
66,F,85.9,Central,42.61,Others,Science,82.11,Comm&Mgmt,No,95.13,Mkt&Fin,68.07,Placed,288147
151,M,84.43,Central,84.62,Others,Science,83.62,Comm&Mgmt,No,50,Mkt&Fin,63.57,Placed,305873
215,M,83.85,Others,51.97,Central,Commerce,75.91,Comm&Mgmt,No,50,Mkt&Fin,63.64,Placed,292404
107,M,74.83,Central,51.99,Central,Commerce,75.16,Comm&Mgmt,Yes,62.67,Mkt&Fin,63.04,Placed,230771
215,M,82.65,Central,37,Others,Commerce,60.55,Comm&Mgmt,No,54.68,Mkt&Fin,51.21,Placed,281042
215,M,87.24,Central,53.17,Others,Science,74.38,Comm&Mgmt,No,50.44,Mkt&Fin,51.21,Placed,256773
149,M,89.4,Central,60.36,Others,Commerce,87.44,Comm&Mgmt,No,50,Mkt&Fin,77.89,Not Placed,200000
60,M,85.57,Central,37,Central,Commerce,85.1,Comm&Mgmt,No,50,Mkt&Fin,51.68,Placed,200000
171,F,89.4,Others,63.24,Others,Science,72.77,Comm&Mgmt,No,62.86,Mkt&Fin,63.77,Placed,200000
1,F,63.32,Central,55.6,Central,Commerce,79.84,Sci&Tech,No,90.81,Mkt&HR,64.25,Not Placed,
179,F,64.52,Others,69.2,Others,Science,60.53,Comm&Mgmt,No,98,Mkt&Fin,62.5,Placed,234155
106,F,89.4,Others,71.11,Others,Commerce,84.67,Comm&Mgmt,No,65.53,Mkt&Fin,77.89,Placed,273052
65,M,70.68,Central,38.05,Central,Commerce,91,Comm&Mgmt,No,50,Mkt&HR,60.33,Not Placed,282648
174,M,61.5,Others,41.37,Central,Commerce,86.31,Comm&Mgmt,No,65.28,Mkt&Fin,67.9,Placed,295660
215,F,74.01,Central,48.57,Others,Science,67.37,Comm&Mgmt,No,62.01,Mkt&HR,60.12,Placed,275688
52,F,69.68,Central,69.47,Others,Commerce,85.27,Comm&Mgmt,No,71.76,Mkt&Fin,77.89,Not Placed,277357
153,M,67.7,Central,48.29,Central,Science,74.06,Comm&Mgmt,No,66.26,Mkt&Fin,51.21,Placed,202344
66,F,57.13,Central,37,Central,Science,53.78,Comm&Mgmt,No,50,Mkt&Fin,53.39,Not Placed,
109,M,81.78,Others,56.9,Others,Science,75.12,Comm&Mgmt,No,60.34,Mkt&Fin,57.59,Placed,238797
123,M,87.26,Others,91.68,Others,Science,91,Sci&Tech,Yes,68.63,Mkt&HR,51.21,Placed,200000
141,M,89.4,Central,62.22,Others,Science,72.94,Comm&Mgmt,No,60.99,Mkt&Fin,63.48,Not Placed,200000
99,M,73.51,Central,37,Central,Commerce,75.3,Comm&Mgmt,Yes,51.83,Mkt&Fin,51.21,Placed,260062
13,M,81.43,Central,39.59,Central,Science,81.3,Comm&Mgmt,No,61.47,Mkt&Fin,59.18,Placed,277030
108,M,74.96,Central,58.46,Others,Arts,78.53,Comm&Mgmt,No,70.55,Mkt&HR,56.07,Not Placed,200000
139,M,77.08,Central,43.29,Central,Commerce,80.02,Comm&Mgmt,No,77.77,Mkt&HR,56.08,Placed,
74,F,89.4,Central,48.28,Central,Arts,84.5,Comm&Mgmt,No,65.35,Mkt&Fin,72.76,Not Placed,200000
115,M,81.93,Central,64.96,Others,Commerce,73.82,Sci&Tech,No,56.46,Mkt&Fin,77.89,Placed,
200,F,75.45,Central,37.51,Others,Commerce,55.14,Comm&Mgmt,No,98,Mkt&Fin,57.23,Placed,200000
140,M,88.91,Central,61.04,Others,Commerce,79.78,Comm&Mgmt,No,74.86,Mkt&HR,64,Placed,277656
99,M,64.54,Central,82.85,Central,Science,80.62,Comm&Mgmt,No,54.38,Mkt&Fin,61.06,Placed,279632
110,M,59.97,Central,49.2,Others,Commerce,66.29,Sci&Tech,Yes,61.99,Mkt&Fin,55.9,Placed,277373
1,F,60.72,Central,61.99,Others,Science,83.92,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,
155,M,87.3,Central,72.38,Others,Commerce,67.2,Comm&Mgmt,Yes,77.09,Mkt&Fin,55.81,Placed,200000
187,F,89.4,Central,52.75,Others,Arts,76.79,Sci&Tech,No,50,Mkt&Fin,74.94,Placed,297289
141,F,65.22,Central,64.01,Central,Commerce,83.57,Comm&Mgmt,No,58.13,Mkt&Fin,51.21,Placed,
1,M,88.09,Others,72.48,Others,Arts,91,Comm&Mgmt,No,64.98,Mkt&Fin,63.44,Placed,297776
162,M,89.4,Others,77.25,Others,Science,64.07,Comm&Mgmt,Yes,63.34,Mkt&Fin,51.21,Placed,220501
215,M,43.36,Others,37,Others,Commerce,50,Comm&Mgmt,No,64.52,Mkt&Fin,51.21,Placed,243584
101,F,61,Central,46.66,Central,Science,72.85,Comm&Mgmt,No,63.01,Mkt&Fin,60,Placed,
128,M,89.4,Others,47.91,Others,Science,76.75,Sci&Tech,Yes,64.26,Mkt&Fin,59.82,Not Placed,260354
66,F,85.29,Central,65.43,Others,Commerce,91,Others,No,75.25,Mkt&Fin,54.03,Not Placed,200000
118,M,83.87,Central,50.14,Others,Commerce,72.95,Comm&Mgmt,Yes,50,Mkt&Fin,74.38,Not Placed,352929
128,F,66.1,Others,47.91,Others,Commerce,80.87,Comm&Mgmt,Yes,62.43,Mkt&Fin,67.32,Not Placed,286208
177,F,69.22,Central,53.51,Others,Commerce,52.13,Comm&Mgmt,No,50.93,Mkt&Fin,52.49,Not Placed,
87,M,88.84,Central,59.01,Central,Commerce,61.97,Comm&Mgmt,No,98,Mkt&Fin,58.74,Placed,
167,M,75.09,Central,57.02,Central,Commerce,76.29,Comm&Mgmt,No,58.38,Mkt&Fin,59.73,Not Placed,256977
51,F,79.09,Central,47.95,Others,Commerce,79.11,Comm&Mgmt,Yes,89.66,Mkt&HR,63.58,Not Placed,264374
35,F,63.83,Others,37,Others,Commerce,53.57,Comm&Mgmt,No,55.56,Mkt&HR,51.21,Not Placed,
113,M,58.55,Central,56.23,Others,Commerce,78.73,Sci&Tech,No,59.41,Mkt&Fin,51.21,Placed,200359
215,F,70.61,Central,37,Others,Commerce,57.47,Comm&Mgmt,No,76.4,Mkt&Fin,51.21,Not Placed,
215,F,72.88,Central,43.35,Others,Commerce,65.43,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,271312
118,M,80.35,Others,50.54,Others,Science,51.18,Comm&Mgmt,No,62.57,Mkt&Fin,51.21,Placed,292066
73,F,89.4,Others,45.84,Central,Science,67.18,Comm&Mgmt,No,52.55,Mkt&Fin,61.96,Placed,258116
179,F,73.64,Central,41.05,Others,Commerce,50,Comm&Mgmt,No,71.1,Mkt&HR,51.21,Placed,
215,M,70.21,Others,40.17,Others,Commerce,50,Sci&Tech,No,55.63,Mkt&Fin,56.69,Not Placed,
211,M,68.77,Central,57.2,Others,Science,69.64,Comm&Mgmt,No,50,Mkt&Fin,54.95,Not Placed,200000
82,M,89.4,Others,56.1,Others,Commerce,91,Comm&Mgmt,No,81.1,Mkt&Fin,62.58,Placed,200000
194,M,76.94,Central,45,Others,Commerce,50,Comm&Mgmt,Yes,51.23,Mkt&HR,59.26,Not Placed,547164
1,F,68.43,Others,37,Others,Science,78.34,Comm&Mgmt,No,88.45,Mkt&Fin,62.6,Placed,262154
173,M,89.4,Others,47.09,Others,Science,60.93,Comm&Mgmt,No,50,Mkt&HR,63.61,Placed,214332
90,M,75.36,Others,57.79,Others,Commerce,70.53,Comm&Mgmt,Yes,76.87,Mkt&Fin,61.26,Not Placed,279163
215,M,88.74,Central,59.58,Central,Science,70.74,Comm&Mgmt,No,82.51,Mkt&Fin,51.21,Placed,208836
77,M,40.89,Central,37,Central,Science,76.6,Comm&Mgmt,No,61.38,Mkt&Fin,77.89,Placed,
56,F,72.61,Others,37.2,Central,Science,64.88,Others,No,67.29,Mkt&HR,57.64,Placed,278307
1,F,74.31,Others,52.98,Others,Commerce,83.14,Comm&Mgmt,No,86.06,Mkt&Fin,68.84,Placed,250039
1,M,82.55,Others,47.58,Others,Commerce,88.81,Comm&Mgmt,No,50,Mkt&Fin,77.89,Placed,522072
215,M,78.14,Central,60.4,Central,Commerce,65.14,Comm&Mgmt,No,53.68,Mkt&Fin,74.37,Placed,280402
152,F,89.4,Central,42.77,Others,Commerce,59.83,Comm&Mgmt,Yes,59.5,Mkt&Fin,55.09,Placed,200000
85,F,89.4,Central,61.27,Central,Science,81.66,Others,Yes,91.64,Mkt&HR,75.65,Placed,214398
162,M,77.15,Central,57.15,Others,Commerce,87.93,Sci&Tech,No,52.54,Mkt&Fin,75.8,Placed,277064
138,M,88.86,Others,62.61,Others,Commerce,91,Comm&Mgmt,No,60.22,Mkt&Fin,77.89,Placed,272324
215,M,55.23,Central,55.55,Others,Science,63.78,Comm&Mgmt,Yes,74.2,Mkt&Fin,52.75,Placed,271181
115,M,81.34,Central,45.51,Others,Arts,52.53,Comm&Mgmt,Yes,80.14,Mkt&Fin,55.59,Placed,234411
144,F,65.03,Others,39.87,Others,Commerce,67.41,Comm&Mgmt,No,98,Mkt&Fin,57.19,Placed,283801
178,M,47.54,Central,37,Central,Science,65.21,Comm&Mgmt,No,70.57,Mkt&Fin,59.94,Not Placed,303231
139,M,64.93,Others,86.67,Others,Arts,75.61,Comm&Mgmt,No,63.53,Mkt&HR,53.45,Not Placed,200000
1,M,81.12,Central,53.33,Others,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,
173,M,75.87,Others,57.59,Others,Science,62.74,Sci&Tech,No,58.23,Mkt&Fin,65.17,Not Placed,233066
116,F,58.31,Others,56.21,Others,Commerce,82.09,Comm&Mgmt,Yes,54.69,Mkt&Fin,72.02,Placed,288339
126,M,70.5,Central,60.16,Others,Science,78.93,Comm&Mgmt,No,50,Mkt&Fin,57.78,Placed,274917
215,M,67.34,Central,61.64,Others,Arts,91,Comm&Mgmt,No,50.1,Mkt&HR,60.81,Placed,
1,M,72.62,Central,45.33,Others,Commerce,76.77,Comm&Mgmt,No,84.34,Mkt&Fin,58.9,Placed,275317
194,M,71.39,Central,56.82,Central,Arts,51.5,Comm&Mgmt,Yes,75.2,Mkt&Fin,74.93,Placed,279960
215,M,75.46,Others,40.84,Others,Commerce,50,Sci&Tech,No,98,Mkt&Fin,55.67,Placed,240626
207,M,50.57,Others,37,Others,Commerce,56.02,Comm&Mgmt,No,91.69,Mkt&Fin,53.03,Not Placed,
173,M,89.4,Others,67.21,Others,Science,83.69,Sci&Tech,No,96.61,Mkt&Fin,74.61,Placed,200000
161,M,81.73,Others,56.69,Others,Commerce,91,Comm&Mgmt,No,52.22,Mkt&Fin,53.78,Placed,249121
132,M,80.35,Central,48.25,Central,Science,75.42,Comm&Mgmt,Yes,98,Mkt&Fin,70.97,Placed,
112,M,50.51,Central,39.72,Others,Commerce,53.43,Comm&Mgmt,No,50.99,Mkt&HR,60.57,Not Placed,
174,M,89.21,Others,96.5,Others,Commerce,85.18,Comm&Mgmt,Yes,94.11,Mkt&HR,73.14,Placed,239412
139,M,87.68,Central,64.65,Others,Commerce,78.08,Comm&Mgmt,No,67.66,Mkt&Fin,60,Placed,273368
83,F,85.49,Central,40.08,Others,Commerce,86.88,Comm&Mgmt,Yes,50,Mkt&Fin,77.89,Placed,293900
126,F,85.94,Central,47.48,Others,Commerce,62.6,Comm&Mgmt,No,71.06,Mkt&HR,51.21,Placed,
120,F,89.4,Others,63.23,Others,Commerce,91,Comm&Mgmt,Yes,68.12,Mkt&Fin,71.04,Placed,200000
165,F,68.73,Others,37,Others,Commerce,73.72,Comm&Mgmt,No,50,Mkt&Fin,57.71,Placed,285164
215,M,68.31,Others,82.92,Others,Science,82.1,Comm&Mgmt,Yes,87.82,Mkt&Fin,58.78,Not Placed,200000
45,M,82.69,Others,71.36,Others,Arts,82.1,Comm&Mgmt,No,50,Mkt&Fin,75.25,Placed,303303
163,M,82.07,Others,44.61,Others,Science,57.63,Comm&Mgmt,Yes,50,Mkt&Fin,66.26,Placed,
215,F,88.6,Central,37,Others,Science,80.89,Comm&Mgmt,No,77.54,Mkt&Fin,77.89,Not Placed,
88,M,89.4,Others,70.12,Others,Commerce,91,Comm&Mgmt,No,53.09,Mkt&Fin,67.77,Placed,263959
132,M,88.64,Others,86.39,Central,Commerce,83.54,Comm&Mgmt,No,87.03,Mkt&Fin,62.39,Placed,204334
144,F,70.59,Others,45.25,Others,Commerce,72.27,Comm&Mgmt,No,62.02,Mkt&Fin,59.4,Placed,278241
83,M,80.45,Central,54.14,Central,Arts,77.99,Sci&Tech,Yes,68.26,Mkt&Fin,55.11,Placed,200000
215,F,78.57,Others,38.58,Others,Commerce,63.91,Comm&Mgmt,No,98,Mkt&Fin,58.77,Placed,200000
174,M,86.74,Central,62.4,Others,Commerce,83.93,Comm&Mgmt,No,88.84,Mkt&Fin,77.89,Placed,281188
215,M,89.4,Others,59.05,Others,Science,87.31,Comm&Mgmt,Yes,50,Mkt&Fin,77.13,Placed,
1,M,89.4,Central,62.31,Others,Science,86.87,Comm&Mgmt,No,53.51,Mkt&HR,60.05,Placed,221431
88,M,70.97,Central,38.95,Others,Science,91,Sci&Tech,No,59.43,Mkt&Fin,59.35,Placed,256378
1,M,71.12,Central,61.24,Others,Arts,72.13,Comm&Mgmt,No,82.31,Mkt&Fin,52.03,Not Placed,
215,F,72.4,Central,37,Others,Science,50,Comm&Mgmt,Yes,56.5,Mkt&HR,68.3,Placed,461215
70,M,72.88,Others,37,Others,Commerce,62.54,Comm&Mgmt,No,71.49,Mkt&Fin,61.08,Placed,200000
192,F,75.77,Others,44.77,Others,Commerce,54.91,Comm&Mgmt,No,66.49,Mkt&Fin,64.97,Not Placed,
40,M,89.4,Others,78.85,Others,Commerce,91,Comm&Mgmt,No,80.64,Mkt&Fin,66.6,Placed,200000
171,M,77.65,Central,40.47,Central,Commerce,50.6,Comm&Mgmt,No,50,Mkt&Fin,61.54,Placed,309960
194,M,83.44,Central,80.64,Central,Commerce,84.74,Comm&Mgmt,Yes,98,Mkt&Fin,54.95,Placed,254666
215,M,47.79,Others,39.4,Central,Arts,50,Sci&Tech,No,56.37,Mkt&Fin,51.21,Placed,274475
1,M,89.4,Others,47.69,Others,Commerce,67.76,Comm&Mgmt,No,50,Mkt&Fin,52.66,Placed,200000
139,M,62.03,Central,49.26,Others,Arts,58.3,Comm&Mgmt,Yes,50,Mkt&Fin,55.24,Not Placed,280948
93,M,87.27,Central,37,Others,Commerce,66.93,Comm&Mgmt,No,67.16,Mkt&Fin,73.01,Placed,207963
161,F,80.45,Others,37,Central,Science,68.97,Sci&Tech,No,89.36,Mkt&Fin,57.34,Not Placed,
132,F,83.76,Central,43.28,Central,Commerce,80.67,Comm&Mgmt,No,66.6,Mkt&Fin,77.89,Placed,220263
23,M,79.09,Central,68.56,Others,Science,89.17,Comm&Mgmt,No,98,Mkt&Fin,62.13,Not Placed,251507
148,M,88.44,Others,58.35,Others,Science,65.46,Comm&Mgmt,No,51.97,Mkt&Fin,62.45,Placed,248907
60,F,66.15,Central,59.94,Others,Science,82.47,Comm&Mgmt,Yes,92.81,Mkt&Fin,73.42,Placed,384376
82,M,77.16,Others,54.54,Central,Commerce,50.07,Comm&Mgmt,No,89.52,Mkt&Fin,56.94,Not Placed,282846
179,M,88.15,Others,65.34,Central,Science,62.26,Comm&Mgmt,No,93.19,Mkt&Fin,51.21,Placed,258790
154,M,73.5,Central,56.04,Others,Science,57.31,Comm&Mgmt,Yes,66.34,Mkt&Fin,64.02,Not Placed,203710
1,F,68.53,Others,37.47,Others,Commerce,72.46,Comm&Mgmt,No,50.29,Mkt&Fin,63.62,Placed,
38,F,65.7,Central,55.42,Others,Commerce,68.32,Comm&Mgmt,No,73.35,Mkt&Fin,68.41,Placed,271906
24,M,88.06,Others,73.23,Others,Commerce,86.07,Comm&Mgmt,No,81.02,Mkt&HR,73.37,Placed,218652
152,F,88.19,Central,62.61,Central,Science,78.81,Comm&Mgmt,No,52.44,Mkt&Fin,53.69,Placed,
165,M,79.26,Central,73.73,Others,Commerce,81.6,Sci&Tech,No,50,Mkt&Fin,67.59,Placed,290232
1,F,76.45,Others,37.09,Others,Arts,86.68,Comm&Mgmt,No,87.13,Mkt&HR,72.34,Placed,262364
146,M,89.4,Central,77.18,Others,Commerce,84.03,Comm&Mgmt,Yes,85.2,Mkt&HR,64.72,Placed,273018
215,M,88.98,Central,70.66,Central,Commerce,91,Comm&Mgmt,Yes,98,Mkt&Fin,70.17,Placed,270539
146,F,69.49,Central,84.59,Others,Arts,83.64,Comm&Mgmt,Yes,50,Mkt&Fin,54.73,Placed,312034
85,M,50.64,Others,59.18,Central,Commerce,84.69,Comm&Mgmt,Yes,69.75,Mkt&Fin,77.89,Placed,292955
171,M,82.37,Others,37,Others,Science,50,Comm&Mgmt,Yes,50,Mkt&Fin,56.26,Placed,224116
166,M,83.26,Others,59.43,Others,Commerce,81.25,Comm&Mgmt,No,90.87,Mkt&Fin,52.4,Not Placed,
39,F,72.06,Central,37,Others,Commerce,69.13,Comm&Mgmt,No,67.77,Mkt&Fin,65.62,Not Placed,
158,M,89.4,Central,71.31,Central,Science,76.83,Sci&Tech,Yes,58.43,Mkt&Fin,63.24,Placed,278981
206,M,41.09,Others,42.2,Central,Commerce,54.15,Comm&Mgmt,No,54.83,Mkt&HR,51.21,Placed,
146,M,56.28,Others,42.38,Others,Science,50,Comm&Mgmt,No,57.45,Mkt&Fin,51.21,Placed,
63,M,56.6,Central,46.26,Others,Commerce,54.66,Comm&Mgmt,No,98,Mkt&Fin,64.53,Placed,
162,M,67.96,Others,42.27,Others,Science,60.44,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,256051
215,M,76.21,Central,68.03,Others,Commerce,91,Comm&Mgmt,No,65.05,Mkt&Fin,59.17,Placed,270027
215,F,74.94,Central,61.4,Others,Commerce,89.04,Comm&Mgmt,Yes,50,Mkt&Fin,58.97,Placed,
132,M,75.76,Others,59.7,Others,Commerce,71.06,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,292342
101,M,66.21,Central,76.48,Others,Commerce,80.8,Comm&Mgmt,No,55.26,Mkt&Fin,64.38,Placed,212656
186,F,74.71,Others,55.01,Central,Arts,87.25,Comm&Mgmt,Yes,98,Mkt&HR,71.48,Placed,
82,M,85.13,Central,49.35,Others,Commerce,89.02,Comm&Mgmt,No,76.73,Mkt&Fin,53.81,Placed,263915
215,M,89.4,Central,80.16,Others,Commerce,88.61,Comm&Mgmt,No,56.1,Mkt&HR,64.85,Placed,
215,F,78.61,Central,56.71,Central,Commerce,75.7,Comm&Mgmt,No,50,Mkt&Fin,71.35,Placed,
215,M,66.26,Central,68.91,Others,Science,54.15,Others,No,52.6,Mkt&Fin,51.21,Placed,200000
215,M,79.74,Central,62.22,Others,Commerce,74.48,Sci&Tech,Yes,61.83,Mkt&Fin,56.86,Placed,268243
108,M,87.62,Others,56.27,Others,Science,91,Comm&Mgmt,No,76.58,Mkt&Fin,69.26,Placed,
215,M,75.18,Others,65.32,Others,Commerce,64.16,Comm&Mgmt,No,53.79,Mkt&HR,55.86,Placed,454801
186,M,85.11,Others,37.91,Others,Commerce,72,Sci&Tech,Yes,50.5,Mkt&Fin,59.32,Placed,303867
142,F,56.15,Others,53.82,Others,Science,55.61,Comm&Mgmt,Yes,69.85,Mkt&Fin,54.11,Not Placed,
108,M,82.4,Central,37,Central,Science,72.57,Comm&Mgmt,Yes,50,Mkt&Fin,63.38,Placed,
1,F,76.45,Others,53.97,Others,Arts,65.54,Comm&Mgmt,No,52.34,Mkt&Fin,63.25,Placed,308487
111,M,83.57,Central,78.53,Central,Commerce,91,Comm&Mgmt,No,84.21,Mkt&HR,66.95,Placed,200000
87,F,63.3,Others,37,Central,Commerce,70.28,Comm&Mgmt,No,55.38,Mkt&Fin,55.25,Placed,200000
1,M,89.4,Central,69.08,Central,Commerce,83.38,Comm&Mgmt,No,50.25,Mkt&Fin,66.32,Placed,261095
1,M,85.15,Others,39.61,Central,Science,77.33,Sci&Tech,No,58.05,Mkt&Fin,55.12,Placed,
214,M,74.97,Central,37,Others,Science,56.07,Comm&Mgmt,No,60.23,Mkt&HR,51.21,Not Placed,
134,M,89.4,Central,50.65,Others,Commerce,77.59,Comm&Mgmt,Yes,50,Mkt&HR,55.08,Placed,229457
87,M,89.4,Central,44.28,Others,Commerce,77.93,Comm&Mgmt,No,91.64,Mkt&Fin,71.99,Not Placed,264497
137,F,55.47,Central,50.31,Others,Science,76.7,Comm&Mgmt,No,66.53,Mkt&HR,61.4,Not Placed,271851
169,M,89.4,Central,43.06,Central,Commerce,70.55,Sci&Tech,No,50,Mkt&Fin,53.32,Placed,258767
144,F,78.28,Central,45.29,Others,Commerce,79.76,Comm&Mgmt,No,61.66,Mkt&Fin,57.3,Not Placed,200000
215,M,40.89,Central,62.86,Others,Science,57.58,Comm&Mgmt,No,59.39,Mkt&Fin,51.21,Placed,241824
81,M,72.41,Others,76.17,Others,Commerce,76.34,Comm&Mgmt,No,71.39,Mkt&Fin,55.19,Placed,284484
128,M,79.21,Central,60.9,Others,Science,56.36,Comm&Mgmt,No,72.94,Mkt&Fin,51.21,Placed,290788
8,F,67.68,Others,45,Others,Science,54.02,Comm&Mgmt,No,50,Mkt&Fin,51.37,Placed,
